68.5	0
71.5	0.181215
74.5	0.257161
77.5	0.44846
80.5	0.830071
83.5	1.80272
86.5	4.57354
89.5	13.9677
92.5	14.0178
95.5	4.10974
98.5	1.58934
101.5	0.989974
104.5	0.839775
107.5	0.887188
110.5	0.967021
113.5	1.07882
116.5	1.27942
119.5	1.36681
122.5	1.4333
125.5	1.45141
128.5	1.41572
131.5	1.51464
134.5	1.45026
137.5	1.47328
140.5	1.42899
143.5	1.38757
146.5	1.33561
149.5	1.3075
152.5	1.29831
155.5	1.31402
158.5	1.30672
161.5	1.36442
164.5	1.39256
167.5	1.43472
170.5	1.58321
173.5	1.85313
176.5	2.19304
179.5	2.95083
182.5	215.154
